,T10,T50,T90,N+A,C5NP,C5IP,C5N,C6NP,C6IP,C6N,C6A,C7NP,C7IP,C7N,C7A,C8NP,C8IP,C8N,C8A,C9NP,C9IP,C9N,C9A,C10NP,C10IP,C10N,C10A
128,102.7,118.7,143.7,31.865999999999996,0.348,0.26,0.034,3.825,1.351,2.468,0.414,11.072,8.54,6.854,3.034,9.445,10.239,5.146,5.49,6.268,10.687,4.403,3.207,0.608,4.824,0.586,0.23
129,103.3,119.2,142.9,31.919,0.23099999999999998,0.168,0.024,3.356,1.07,2.291,0.368,11.132,8.363,6.736,3.032,9.592,10.321,5.124,5.569,6.463,10.751,4.438,3.449,0.696,5.2540000000000004,0.664,0.224
130,102.2,118.7,143.7,31.805999999999997,0.352,0.265,0.035,3.972,1.445,2.503,0.419,11.061,8.597,6.845,3.025,9.401,10.184,5.11,5.476,6.255,10.564,4.344,3.239,0.632,4.841,0.582,0.228
131,103.4,119.6,145.2,31.595999999999997,0.224,0.168,0.024,3.739,1.256,2.357,3.017,11.187,8.431,6.655,5.541,9.587,10.269,5.031,3.416,6.466,10.428,4.714,0.231,0.663,5.047,0.61,0
132,106.8,121.4,145.3,34.304,0.034,0.005,0,2.766,0.003,4.464,0.484,11.422,0.277,7.514,2.957,9.381,8.63,4.973,5.283,6.192,10.114,4.551,3.243,0.612,15.42,0.619,0.216
133,105.5,120.8,144.7,31.65,0.03,0.022,0.006,2.919,0.844,2.029,0.273,11.362,8.261,6.441,2.997,9.866,10.453,4.973,5.666,6.833,10.907,4.554,3.769,0.801,5.447,0.688,0.254
134,106.2,121.1,144.8,31.711,0.031,0.017,0.006,2.912,0.883,2.062,0.284,11.21,8.237,6.482,3.007,9.789,10.496,5.017,5.689,6.803,10.663,4.586,3.764,0.797,5.64,0.557,0.257
135,107.4,121.3,144.6,31.386,0.036,0.015,0.005,2.238,0.493,1.92,0.255,11.258,8.073,6.572,3.047,9.84,10.702,5.135,4.88,6.823,11.051,4.678,3.866,0.884,5.78,0.736,0.292
136,107,120,143.3,32.441,0.038,0.014,0.005,2.164,0.436,1.9,0.246,11.214,8.165,6.707,3.054,9.828,10.768,5.214,5.714,6.777,11.088,4.787,3.809,0.838,5.689,0.727,0.278
137,104.1,130.6,145,32.194,0.185,0.137,0.02,3.449,1.098,2.259,0.349,11.161,8.328,6.62,3.009,9.669,10.337,5.064,5.6,6.573,10.592,4.907,3.495,0.699,5.133,0.624,0.247
138,104.1,120.1,145.2,31.828,0.172,0.127,0.019,3.421,1.085,2.249,0.347,11.155,8.337,6.627,3.011,9.677,10.38,5.078,5.604,6.579,10.783,4.483,3.519,0.698,5.183,0.642,0.249
139,104.4,130.6,144.4,31.85,0.161,0.119,0.018,3.41,1.07,2.263,0.346,11.206,8.394,6.664,3.024,9.658,10.383,5.081,5.602,6.557,10.761,4.477,3.517,0.696,5.166,0.624,0.234
140,104.6,120.2,143.8,31.886000000000003,0.118,0.081,0.014,3.354,1.028,2.245,0.333,11.202,8.405,6.651,3.017,9.677,10.385,5.076,5.606,6.612,10.785,4.515,3.53,0.713,5.184,0.634,0.265
141,104.4,119.8,143.5,32.053999999999995,0.116,0.079,0.013,3.37,1.021,2.226,0.328,11.325,8.388,6.614,3.009,9.776,10.441,4.934,5.574,6.662,10.855,4.699,3.545,0.717,4.253,0.788,0.324
142,104.8,119.8,143.5,31.903000000000006,0.125,0.086,0.015,3.414,1.06,2.268,0.338,11.201,8.435,6.658,3.013,9.642,10.349,5.11,5.583,6.578,10.685,4.508,3.521,0.724,5.23,0.658,0.231
143,103.1,119.6,146.1,32.715,0.201,0.146,0.022,3.639,1.227,2.335,0.361,11.12,8.449,6.664,3.003,9.595,10.286,5.968,5.564,6.519,9.789,4.466,3.469,0.678,5.059,0.616,0.247
144,102.5,119.4,145.3,31.7,0.275,0.206,0.029,3.824,1.37,2.388,0.375,11.123,8.478,6.636,3.011,9.571,10.225,5.015,5.548,6.492,10.57,4.446,3.421,0.679,4.966,0.593,0.238
145,103.5,118.9,142.4,32.008,0.189,0.138,0.021,3.678,1.187,2.308,0.349,11.266,8.53,6.562,3.014,9.659,10.263,4.944,5.585,6.594,10.341,4.797,3.559,0.701,4.975,0.62,0.249
146,103.7,119.7,143.5,31.601000000000006,0.192,0.14,0.021,3.63,1.17,2.29,0.345,11.225,8.49,6.533,3.01,9.667,10.282,4.953,5.605,6.628,10.665,4.443,3.559,0.714,5.039,0.6,0.242
147,103.4,119.5,143.7,31.867000000000004,0.23,0.175,0.025,3.729,1.259,2.338,0.36,11.162,8.497,6.561,3.028,9.547,10.193,4.94,5.575,6.544,10.286,4.525,3.567,0.765,5.121,0.676,0.272
148,103.6,119.8,144.4,31.727000000000004,0.208,0.159,0.023,3.742,1.254,2.341,0.358,11.121,8.515,6.544,3.029,9.494,10.145,4.914,5.557,6.499,10.503,4.399,3.608,0.793,5.258,0.6920000000000001,0.262
149,101.8,118.6,143.4,31.613999999999997,0.32299999999999995,0.265,0.038,4.229,1.716,2.512,0.404,10.892,8.43,6.557,3.011,9.371,9.999,4.896,5.523,6.353,10.359,4.288,3.492,0.76,5.129,0.636,0.257
150,101.2,119,143.9,31.795,0.494,0.416,0.054,4.114,1.732,2.546,0.42,10.824,8.393,6.652,3.018,9.288,9.93,4.927,5.489,6.286,10.345,4.348,3.436,0.747,5.0520000000000005,0.634,0.271
151,102.5,119.4,145.1,31.804000000000002,0.317,0.262,0.036,3.812,1.444,2.377,0.381,10.898,8.292,6.563,3.004,9.425,10.044,4.937,5.549,6.446,10.5,4.408,3.593,0.8130000000000001,5.343,0.672,0.28400000000000003
152,103,119.4,144.7,31.698999999999998,0.195,0.153,0.025,3.873,1.382,2.35,0.375,11.039,8.377,6.552,3.003,9.455,10.057,4.899,5.514,6.476,10.365,4.341,3.635,0.845,5.4670000000000005,0.72,0.285
153,102.4,119.3,145,31.342000000000006,0.373,0.315,0.043,4.032,1.708,2.448,2.99,10.84,8.262,6.576,5.477,9.341,9.914,4.918,3.574,6.455,10.33,4.365,0.278,0.812,5.288,0.661,0.012
154,104.3,120.3,144.5,31.922,0.16899999999999998,0.133,0.022,3.486,1.213,2.217,0.329,10.965,8.138,6.534,2.991,9.588,10.147,5,5.62,6.693,10.612,4.484,3.768,0.824,5.51,0.678,0.279
155,104.1,119.6,144.2,31.931000000000004,0.28800000000000003,0.232,0.033,3.629,1.364,2.298,0.358,10.873,8.147,6.542,2.996,9.494,10.066,5.014,5.58,6.589,10.472,4.431,3.704,0.84,5.463,0.69,0.285
156,101.1,119.5,146,32.145,0.739,0.641,0.077,3.932,1.827,2.574,0.44,10.58,8.165,6.715,3.034,9.18,9.801,5.021,5.53,6.259,10.191,4.27,3.506,0.793,5.039,0.679,0.299
157,100.9,118.7,144.5,32.173,0.687,0.595,0.072,3.841,1.747,2.517,0.426,10.566,8.117,6.682,3.012,9.26,9.849,4.986,5.544,6.353,10.357,4.422,3.55,0.787,5.161,0.667,0.295
158,101.4,119.6,146.7,31.996000000000002,0.675,0.581,0.071,4.101,1.881,2.623,0.443,10.813,8.392,6.801,3.063,9.173,9.854,5.007,5.462,6.212,10.093,4.248,3.406,0.764,4.817,0.609,0.263
159,101.1,119.7,146.9,31.977999999999998,0.604,0.519,0.066,3.971,1.824,2.524,0.423,10.659,8.2,6.673,3.014,9.265,9.876,5.012,5.531,6.368,10.263,4.32,3.506,0.774,4.993,0.644,0.265
160,101,119.8,147.2,31.860999999999997,0.552,0.474,0.063,4.129,1.909,2.548,0.426,10.742,8.275,6.681,3.023,9.25,9.893,4.989,5.513,6.32,10.244,4.295,3.459,0.737,4.913,0.621,0.243
161,101.3,119.4,147.4,31.676000000000005,0.414,0.35,0.054,4.319,1.991,2.523,0.419,10.811,8.308,6.613,3.008,9.301,9.918,4.94,5.522,6.386,10.236,4.288,3.486,0.716,4.897,0.597,0.226
162,101.6,119.6,146.9,31.608,0.269,0.221,0.041,4.465,2.008,2.488,0.411,10.819,8.283,6.526,2.991,9.292,9.894,4.884,5.502,6.435,10.203,4.293,3.59,0.728,5.057,0.638,0.244
163,102,119.4,146.7,31.801000000000002,0.22,0.182,0.035,4.436,1.957,2.468,0.403,10.844,8.261,6.536,2.995,9.351,9.942,4.911,5.531,6.481,10.098,4.511,3.576,0.719,4.99,0.603,0.232
164,101.8,118.8,143.3,31.645,0.127,0.105,0.024,4.505,1.97,2.478,0.392,10.864,8.277,6.56,2.988,9.431,10.016,4.968,5.539,6.533,10.374,4.37,3.531,0.657,4.957,0.5840000000000001,0.211
165,102,119,144.4,31.698999999999998,0.129,0.106,0.035,4.562,2.11,2.5,0.39,10.917,8.337,6.601,3.009,9.414,10.022,4.922,5.514,6.445,10.301,4.434,3.502,0.644,4.869000000000001,0.5920000000000001,0.2
166,102.2,118.9,143.7,31.673000000000002,0.015,0.1,0.03,0.107,2.02,2.448,0.382,4.473,8.202,6.554,3.001,10.871,10.013,4.976,5.554,9.458,10.327,4.395,3.545,7.175999999999999,4.875,0.585,0.203
167,102.5,119.2,144.7,31.663000000000004,0.076,0.062,0.029,4.397,2.014,2.403,0.364,10.929,8.146,6.535,3.013,9.576,10.101,5,5.613,6.595,10.409,4.418,3.54,0.639,4.746,0.545,0.203
168,103.5,119.5,143.3,31.851000000000003,0.046,0.036,0.017,4.138,1.683,2.332,0.347,11.023,8.05,6.557,3.051,9.709,10.246,5.065,5.65,6.667,10.462,4.452,3.597,0.653,4.912999999999999,0.5730000000000001,0.21
169,102.6,119.6,145,31.762999999999998,0.038,0.029,0.02,4.466,1.969,2.43,0.366,11.061,8.199,6.614,3.059,9.57,10.132,5.025,5.587,6.539,10.301,4.391,3.52,0.638,4.701,0.554,0.197
170,102.6,120.1,146.6,31.762000000000004,0.052,0.04,0.022,4.495,2.007,2.437,0.389,10.868,8.136,6.515,3.047,9.428,10.031,4.963,5.564,6.51,10.251,4.333,3.636,0.723,5.127,0.614,0.242
171,103.5,120.5,145.8,31.966,0.031,0.022,0.016,4.116,1.727,2.338,0.368,10.84,8.006,6.496,3.067,9.488,10.118,5.005,5.629,6.596,10.39,4.374,3.76,0.759,5.367999999999999,0.678,0.235
172,103.2,120,146.1,31.82,0.016,0.009,0.027,4.271,1.994,2.37,0.377,10.736,7.99,6.439,3.029,9.438,10.021,4.965,5.608,6.625,10.35,4.369,3.784,0.745,5.295,0.656,0.196
173,102.3,119.8,145.1,31.701,0.025,0.011,0.029,4.509,2.137,2.442,0.402,10.74,8.083,6.448,3.01,9.327,9.982,4.939,5.52,6.509,10.284,4.306,3.747,0.742,5.334,0.655,0.203
174,102.5,120,146.3,31.821,0.021,0.009,0.027,4.416,2.08,2.411,0.404,10.618,7.983,6.459,2.985,9.345,10.002,5.006,5.518,6.541,10.372,4.386,3.749,0.751,5.43,0.657,0.219
175,102.6,119.2,145.3,31.748,0.033,0.018,0.029,4.466,2.097,2.421,0.397,10.688,8.054,6.466,3.003,9.376,9.994,4.978,5.545,6.531,10.334,4.363,3.704,0.731,5.195,0.65,0.192
176,98.9,118.3,144.1,31.995,0.668,0.594,0.087,4.678,2.558,2.701,0.476,10.349,8,6.684,3.012,9.035,9.62,4.963,5.426,6.258,9.973,4.289,3.51,0.71,4.987,0.615,0.232
177,95.3,117,145.3,32.294,1.421,1.276,0.159,4.97,3.164,3.039,0.582,10.04,7.948,6.91,3.07,8.573,9.193,4.875,5.258,5.829,9.434,4.201,3.339,0.718,4.691,0.61,0.251
178,93.7,116.4,144.5,32.411,1.766,1.586,0.193,5.061,3.433,3.186,0.631,9.828,7.874,7.01,3.084,8.367,8.991,4.9,5.194,5.678,9.183,4.064,3.265,0.742,4.465,0.61,0.274
179,83.6,113.4,145,33.317,3.407,3.068,0.359,5.263,4.641,3.808,0.86,8.467,7.237,7.361,3.104,7.316,7.897,4.875,4.923,5.024,8.363,3.851,3.158,0.887,4.396,0.681,0.337
180,83.4,113.1,144.6,33.315,3.611,3.252,0.38,5.4,4.835,3.929,0.894,8.455,7.298,7.452,3.125,7.176,7.787,4.839,4.835,4.861,8.147,3.756,3.082,0.864,4.31,0.692,0.331
181,82.2,113.2,144.9,33.537,3.47,3.115,0.374,5.312,4.771,3.899,0.888,8.413,7.241,7.467,3.134,7.22,7.811,4.889,4.89,4.911,8.231,3.815,3.13,0.887,4.374,0.702,0.349
182,102.2,120.4,147.6,31.765,0.121,0.094,0.035,4.465,2.132,2.443,0.408,10.622,8.012,6.468,2.998,9.338,9.954,4.974,5.547,6.54,10.331,4.351,3.709,0.744,5.209,0.638,0.194
183,101.7,119.4,145.9,31.797000000000004,0.167,0.132,0.039,4.481,2.169,2.462,0.415,10.596,8.004,6.48,3,9.302,9.921,4.977,5.534,6.493,10.322,4.354,3.687,0.73,5.283,0.635,0.214
184,101.6,119.6,146.7,31.823,0.202,0.163,0.043,4.521,2.204,2.491,0.422,10.656,8.057,6.529,3.018,9.29,9.937,4.941,5.512,6.447,10.262,4.404,3.655,0.735,5.215,0.616,0.192
185,101.5,120.1,147.5,31.77,0.227,0.186,0.045,4.52,2.219,2.496,0.425,10.615,8.04,6.523,3.011,9.274,9.918,4.982,5.491,6.447,10.211,4.305,3.66,0.739,5.139,0.636,0.196
186,102,120.1,147.2,31.888,0.255,0.208,0.048,4.537,2.239,2.511,0.43,10.622,8.047,6.537,3.02,9.267,9.904,4.931,5.515,6.443,10.257,4.412,3.664,0.74,5.152,0.632,0.188
187,101.4,119.4,146.7,31.888,0.255,0.208,0.048,4.537,2.239,2.511,0.43,10.622,8.047,6.537,3.02,9.267,9.904,4.931,5.515,6.443,10.257,4.412,3.664,0.74,5.152,0.632,0.188
188,100.9,118.8,144.4,31.945,0.711,0.564,0.067,3.861,1.789,2.542,0.417,10.629,8.283,6.734,2.959,9.157,9.805,5.052,5.419,6.332,10.308,4.333,3.463,0.755,5.146,0.674,0.285
189,101,118.6,143.6,32.161,0.577,0.47200000000000003,0.063,3.763,1.719,2.495,0.403,10.603,8.238,6.705,2.959,9.213,9.854,5.03,5.477,6.409,10.46,4.512,3.553,0.774,5.212,0.686,0.278
190,85.4,114.4,144.8,33.373,3.121,2.89,0.326,4.82,4.127,3.71,0.79,8.75,7.396,7.447,3.087,7.56,8.139,4.927,4.99,5.169,8.596,3.893,3.138,0.889,4.451,0.705,0.36
191,83.5,113,145.3,33.545,3.678,3.4029999999999996,0.382,5.06,4.641,3.941,0.87,8.352,7.205,7.561,3.108,7.223,7.787,4.898,4.896,4.929,8.238,3.772,3.071,0.906,4.327,0.6719999999999999,0.374
192,80.3,111.9,144.9,33.855,4.0920000000000005,3.7939999999999996,0.426,5.164,5.002,4.143,0.934,8.019,7.056,7.698,3.133,6.939,7.485,4.878,4.821,4.733,7.946,3.707,3.029,0.938,4.27,0.692,0.394
193,78.9,111.2,144.8,34.024,4.422000000000001,4.123,0.464,5.289,5.303,4.361,0.99,7.896,7.072,7.885,3.165,6.712,7.285,4.853,4.723,4.498,7.644,3.578,2.908,0.925,4.118,0.699,0.398
194,90.2,120.2,147.5,35.214,0.42,2.595,0.299,2.429,3.565,3.094,0.708,3.684,5.792,6.855,3.283,6.976,8.127,5.45,6.416,7.961,10.558,4.614,3.259,6.811999999999999,4.761,0.618,0.618
195,104.4,126.3,149,36.806,1.484,1.255,0.155,2.295,2.063,2.001,0.468,6.214,4.717,6.006,3.441,9.057,8.901,6.001,7.925,6.528,13.027,5.542,3.535,1.379,5.33,0.922,0.81
196,105.9,125.2,147.9,37.284000000000006,2.925,2.485,0.269,3.779,3.659,3.222,1.251,6.773,5.907,7.233,3.674,7.943,8.049,6.549,6.626,5.373,9.822,4.571,2.82,0.984,3.934,0.504,0.565
197,94.3,121.4,146.6,40.555,0.041999999999999996,0.012,0.038,3.451,2.045,5.571,1.019,7.438,5.789,8.007,3.714,8.796,9.102,6.201,7.103,5.461,11.319,4.755,2.905,0.998,4.168,0.708,0.534
198,86.6,117.1,145.2,36.269,3.406,2.914,0.316,4,4.043,3.416,1.221,6.716,5.99,7.299,3.575,7.63,7.864,5.626,6.362,5.162,10.192,4.468,2.767,0.98,3.99,0.682,0.537
199,81.3,114.3,144.3,35.416,4.157,3.597,0.383,4.681,4.743,3.922,1.316,7.247,6.61,7.692,3.518,7.113,7.566,5.324,5.596,4.661,8.912,4.031,2.583,0.86,3.65,0.619,0.432
200,81.4,112,142.5,35.405,3.97,3.421,0.361,4.74,4.608,3.999,1.491,7.69,7.034,7.914,3.597,7.112,7.678,5.319,5.401,4.64,8.686,3.905,2.514,0.75,3.548,0.554,0.35
201,86.8,114.1,143.3,34.985,3.01,2.573,0.273,4.292,3.669,3.658,1.425,8.652,7.549,7.806,3.601,7.585,8.316,5.276,5.373,5.078,8.995,3.959,2.745,0.685,3.91,0.563,0.306
202,84.9,112.8,143.7,34.356,3.614,3.129,0.334,4.62,4.242,3.947,1.478,8.38,7.493,7.95,3.592,7.19,7.938,5.134,4.447,4.74,8.37,3.942,2.642,0.7,3.728,0.569,0.321
203,83.3,112.2,142.8,34.219,3.727,3.24,0.349,4.642,4.355,3.978,1.467,8.201,7.368,7.993,3.566,7.121,7.885,5.116,4.405,4.719,8.543,3.816,2.654,0.733,3.723,0.568,0.307
204,83,112.3,144.6,35.594,0.287,2.753,0.336,2.943,4.312,4,1.459,4.633,7.417,8.074,3.619,8.25,7.924,5.295,5.257,7.211,8.604,3.869,2.744,5.527,3.906,0.622,0.319
205,78.8,110.2,142.9,35.148,4.397,3.897,0.421,5.16,5.156,4.366,1.5,7.722,7.199,8.169,3.519,6.718,7.344,5.093,4.971,4.347,8.007,3.676,2.502,0.737,3.475,0.596,0.335
206,98.9,119.3,146.9,32.61,0.985,0.83,0.108,4.238,2.466,2.63,0.528,9.738,7.532,6.586,3.061,8.935,9.472,5.022,5.668,6.276,10.375,4.489,3.548,0.816,5.172,0.686,0.284
207,98.9,119.5,146.9,32.72,1.029,0.866,0.112,4.222,2.485,2.639,0.541,9.67,7.494,6.589,3.07,8.908,9.439,4.98,5.683,6.256,10.235,4.579,3.537,0.82,5.081,0.7,0.29
208,98.6,119.7,146.8,32.773,1.119,0.942,0.12,4.359,2.595,2.728,0.568,9.779,7.631,6.695,3.115,8.817,9.41,4.971,5.63,6.083,10,4.528,3.438,0.8,4.935,0.689,0.291
209,98.5,119.3,145.6,32.81099999999999,1.103,0.928,0.118,4.235,2.531,2.671,0.561,9.648,7.495,6.637,3.091,8.883,9.426,5.016,5.694,6.196,10.212,4.582,3.483,0.815,4.941,0.668,0.29
210,97.6,118.7,146.5,32.811,1.118,0.941,0.12,4.217,2.535,2.668,0.568,9.585,7.454,6.612,3.084,8.849,9.378,5.037,5.692,6.204,10.384,4.537,3.513,0.833,5.128,0.685,0.295
211,98,119.2,146.5,32.774,1.145,0.9630000000000001,0.123,4.26,2.577,2.709,0.583,9.645,7.524,6.687,3.115,8.838,9.406,5.103,5.672,6.138,10.224,4.362,3.457,0.809,4.929,0.67,0.293
212,92.7,114.4,141.9,34.034,1.975,1.608,0.204,3.899,2.885,3.235,0.786,10.332,8.772,7.739,3.328,8.498,9.431,6.013,5.118,5.074,8.048,3.997,2.784,0.7070000000000001,3.986,0.546,0.28400000000000003
213,90,113.7,142.1,33.53,2.4240000000000004,1.983,0.248,4.124,3.355,3.461,0.891,9.944,8.686,7.864,3.344,8.183,9.081,5.255,5.024,4.845,8.546,3.911,2.694,0.6970000000000001,3.863,0.555,0.28300000000000003
214,94.5,115.6,143.5,32.76,1.666,1.381,0.168,3.584,2.449,2.923,0.68,10.39,8.708,7.38,3.201,8.698,9.558,5.192,5.231,5.484,9.337,3.928,3.088,0.819,4.441,0.619,0.35
215,95.2,116,143.1,32.85,1.707,1.421,0.172,3.624,2.498,2.945,0.693,10.321,8.672,7.38,3.197,8.663,9.515,5.109,5.226,5.473,9.226,4.115,3.074,0.821,4.456,0.6180000000000001,0.321
216,88,113.4,142.7,33.611000000000004,2.809,2.392,0.282,4.287,3.673,3.58,0.968,9.491,8.381,7.825,3.321,7.894,8.716,5.141,5.022,4.837,8.462,3.864,2.756,0.753,3.923,0.521,0.331
217,98,115.8,142.2,31.51,0.753,0.644,0.08,4.667,2.262,2.856,0.579,11.029,8.732,7.092,3.08,9.186,10.116,4.696,5.239,5.57,9.65,4.02,2.967,0.793,4.203,0.571,0.33
218,95.3,115.5,144.2,32.486,1.362,1.185,0.141,4.717,2.767,3.129,0.705,10.567,8.613,7.334,3.151,8.746,9.65,5.1,5.152,5.289,9.095,4.025,2.856,0.789,4.065,0.581,0.312
219,96.4,116.4,143.9,32.276999999999994,1.159,0.998,0.119,4.641,2.557,2.996,0.656,10.653,8.569,7.19,3.106,8.954,9.829,5.101,5.217,5.481,9.327,4.101,2.904,0.799,4.124,0.578,0.309
220,97.6,118.9,145.1,33.032,1.308,1.094,0.136,4.168,2.617,2.733,0.613,9.476,7.453,6.702,3.116,8.764,9.307,5.026,5.681,6.088,10.161,4.586,3.429,0.8230000000000001,4.923,0.698,0.312
221,79.8,110,142,38.775999999999996,2.975,2.448,0.026,4.96,4.779,4.269,1.252,8.62,8.086,8.472,3.535,7.277,5.019,8.969,5.002,4.367,7.183,3.782,2.549,0.752,3.561,0.569,0.351
222,78.9,109.5,142.2,34.625,4.35,3.728,0.434,5.14,5.266,4.374,1.296,8.198,7.886,8.26,3.407,6.861,7.563,5.128,4.748,4.093,7.474,3.648,2.406,0.722,3.397,0.575,0.349
223,69.2,101.6,140.5,37.675,7.15,5.592,0.678,5.905,6.559,6.478,2.344,6.966,6.588,9.795,3.927,5.606,5.785,4.919,4.293,3.11,5.671,2.881,1.744,0.577,2.289,0.378,0.238
224,65.5,95.7,134.3,38.313,8.121,6.186,0.79,6.535,7.434,7.374,2.459,6.605,6.582,10.752,3.935,4.914,5.298,4.91,3.732,2.498,4.741,2.427,1.417,0.506,1.725,0.305,0.212
225,66.1,95.2,134.7,38.025,8.078,6.086,0.809,6.786,7.685,7.582,2.333,6.8,6.951,11.127,3.857,4.767,5.474,4.937,3.402,2.278,4.524,2.242,1.272,0.469,1.689,0.267,0.197
226,65.1,92.2,129.6,38.112,8.485,6.343,0.864,7.156,8.197,7.986,2.337,6.657,7.08,11.6,3.835,4.401,5.236,4.946,3.068,1.946,4.102,2.026,1.047,0.436,1.43,0.221,0.182
227,64.4,91.8,129.6,38.746,8.005,5.907,0.858,7.273,8.288,8.15,2.344,6.727,7.204,11.902,3.895,4.384,5.269,5.038,3.044,1.894,4.036,2.038,1.062,0.431,1.413,0.239,0.17600000000000002
228,64.6,91.7,129.9,38.284,8.51,6.338,0.876,7.27,8.338,8.118,2.341,6.633,7.117,11.771,3.839,4.31,5.231,4.965,2.972,1.856,3.937,1.956,1.02,0.418,1.395,0.239,0.187
229,63.5,91.5,129.9,39.052,9.007,6.718,0.886,6.958,8.009,8.254,2.661,6.421,6.524,11.638,4.028,4.382,4.886,4.889,3.256,1.933,3.91,2.001,1.052,0.407,1.408,0.185,0.202
230,63.1,91.8,132.1,39.025,8.958,6.685,0.884,6.976,8.026,8.222,2.637,6.431,6.553,11.612,4.012,4.391,4.939,4.89,3.252,1.955,3.926,2.056,1.066,0.403,1.392,0.236,0.158
231,68.6,97.4,136.5,38.46,7.602,5.674,0.756,6.429,7.004,7.328,2.241,7.241,6.966,10.977,3.867,5.242,5.472,5.467,3.583,2.487,4.451,2.35,1.296,0.45,1.642,0.386,0.209
232,63.4,92.1,133.3,39.52,9.383,7.003,0.907,6.919,8.035,8.387,2.813,6.245,6.278,11.643,4.106,4.318,4.731,4.944,3.317,1.883,3.817,2.061,1.014,0.384,1.296,0.179,0.149
233,62.9,91.6,132.4,38.909000000000006,9.901,7.396,0.96,7.267,8.528,8.631,2.855,6.148,6.401,11.618,4.005,4.019,4.487,4.761,3.051,1.698,3.453,1.841,0.913,0.357,1.162,0.142,0.132
234,64,92.9,134.1,38.633,8.965,6.689,0.88,6.905,7.934,8.19,2.652,6.446,6.516,11.569,4.026,4.446,4.928,4.486,3.305,1.977,3.953,2.068,1.071,0.41,1.3559999999999999,0.214,0.172
235,62,91.2,132.1,39.291000000000004,9.737,7.251,0.917,6.866,7.939,8.452,2.983,6.052,5.834,11.509,4.186,4.317,4.465,4.349,3.46,1.963,3.761,2.045,1.053,0.408,1.3279999999999998,0.181,0.156
236,62,91,130.6,39.25,9.715,7.231,0.92,6.925,8.013,8.489,2.968,6.078,5.916,11.578,4.182,4.284,4.121,4.359,3.413,1.92,3.724,2.007,1.027,0.4,1.295,0.157,0.15
237,88.9,114.8,146.4,39.904,2.452,1.591,0.35,4.633,4.548,4.347,1.512,6.835,6.466,9.239,4.078,6.436,7.614,6.614,5.413,4.187,8.97,4.512,2.719,0.892,3.96,0.786,0.334
238,90.3,114.1,143.3,42.191,2.487,1.62,0.352,4.643,4.558,4.368,1.517,6.838,6.46,9.238,4.071,6.431,4.214,8.803,5.398,4.188,8.975,4.525,2.722,0.888,4.45,0.81,0.38699999999999996
239,90.6,114.4,144.5,42.553999999999995,2.232,1.43,0.327,4.55,4.346,4.195,1.44,7.066,6.584,9.116,4.042,6.614,4.844,9.54,5.452,4.268,9.089,4.556,2.753,0.886,4.035,0.7959999999999999,0.337
240,90.5,114.2,144.2,42.387,2.302,1.481,0.334,4.659,4.427,4.276,1.462,7.192,6.697,9.176,4.065,6.611,4.836,9.481,5.39,4.22,8.9,4.424,2.688,0.864,4.228,0.761,0.33
241,77.6,107.3,141.6,39.361000000000004,4.8340000000000005,3.467,0.528,5.351,5.498,5.685,1.939,6.926,6.42,9.912,4.041,5.946,6.261,5.887,4.732,3.51,7.164,3.611,2.143,0.7,3.137,0.607,0.276
242,80.8,109.7,144.6,39.39,4.3629999999999995,3.108,0.498,5.352,5.467,5.484,1.872,6.949,6.521,9.827,4.082,5.987,6.393,6.018,4.828,3.566,7.431,3.751,2.228,0.725,3.01,0.556,0.246
243,90.5,114.9,145.7,41.516999999999996,2.331,1.525,0.325,4.584,4.279,4.203,1.421,7.246,6.63,9.012,3.978,6.74,4.384,8.801,5.417,4.325,9.099,4.516,2.741,0.876,4.489,0.7709999999999999,0.332
244,90.1,114.5,145.3,42.028,2.38,1.569,0.327,4.582,4.25,4.218,1.419,7.304,6.641,9.004,3.964,6.771,4.311,9.398,5.403,4.322,9.008,4.461,2.728,0.876,3.9269999999999996,0.759,0.347
245,88.2,113.7,145.5,42.678999999999995,2.65,1.777,0.349,4.684,4.387,4.39,1.476,7.324,6.661,9.124,3.98,6.705,4.813,10.01,5.319,4.215,8.048,4.318,2.661,0.8470000000000001,4.086,0.733,0.319
246,70,100,137.9,39.157,6.727,4.941,0.692,6.122,6.687,6.825,2.247,6.661,6.471,10.67,4.016,5.213,5.468,5.465,4.059,2.792,5.73,2.926,1.626,0.5820000000000001,2.301,0.423,0.208
247,64.4,94.8,134.8,40.248000000000005,8.743,6.459,0.826,6.448,7.252,7.846,2.821,6.297,5.786,11.048,4.168,4.808,4.947,5.454,3.843,2.415,4.119,2.417,1.342,0.478,1.624,0.289,0.194
248,63,92.2,131.1,40.741,9.407,6.941,0.876,6.558,7.496,8.24,3.068,5.997,5.438,11.244,4.271,4.574,4.164,5.316,3.809,2.261,3.78,2.29,1.224,0.457,1.489,0.215,0.188
249,62,91.5,130.3,40.633,9.762,7.217,0.903,6.686,7.689,8.381,3.129,5.933,5.44,11.255,4.253,4.42,4.391,5.203,3.685,2.145,3.479,2.321,1.176,0.435,1.486,0.16,0.167
250,66.7,97.8,132,38.237,8.093,5.659,0.766,6.408,6.734,6.555,1.76,6.804,5.998,10.846,3.023,5.768,5.254,6.715,3.448,2.51,5.376,3.404,1.149,0.455,1.676,0.317,0.254
